РА(Д)УЯСR	прич/в	ja/jo	наст	им	ед	ж/м
W(Т)ИДЕ	гл	изъяв	аор пр	3	ед	
ВЪ&СВОЯСИ	нар					
СЛАВR	прич	ja/jo	наст	им	ед	ж/м
И	союз					
БЛГОДАРИВЪ#	прич	ja/jo	прош	им	ед	ж/м
БГА#.	сущ	о	вин/род	ед	м	
И	союз					
ПРЕ&ПОДОБНАГО	прил	тв	вин/род	ед	м	
*ДМИТРIА	сущ	jo	вин/род	ед	м	
ЧЮДОТВОРЦА.	сущ	jo	вин/род	ед	м	
W&	пред					
СКОРО(М)	прил	тв	мест	ед	ср	
ТОМЪ	мест	тв	мест	ед	ср	
ПОС+ЩЕНIИ,	сущ	jo	мест	ед	ср	
ЯЖЕ	мест	м	им	мн	ср	
ЕИ	мест	м	дат	ед	ж	
СБЫ&СТЬСR	гл/в	изъяв	аор гл	3	ед	
МЛТВАМИ#	сущ	a	тв	мн	ж	
И	союз					
ЯВЛЕНIЕ(М)	сущ	jo	тв	ед	ср	
СТГW#;&	прил	тв	род	ед	м	
W	пред					
Н+КОЕ(М)	мест	м	мест	ед	м	
КНSИ#	сущ	jo	мест	ед	м	
*АНДР+И;&	сущ	jo	мест	ед	м	
Н+КОГДА	нар					
ПРИЛDЧИСR	гл/в	изъяв	аор гл	3	ед	
БЫТИ	инф					
НА	пред					
*ВОЛW&ГД+	сущ	a	мест	ед	ж	
ГРАД+	сущ	o	мест	ед	м	
КНЯЗЮ	сущ	jo	дат	ед	м	
*АНДР+Ю	сущ	jo	дат	ед	м	
*РЖЕВСКО&МD,	прил	тв	дат	ед	м	
НАРИЦАЕМЪ	прич	o	наст	им	ед	м
ТАКО.	нар					
И	союз					
ВНЕЗААПD&	нар					
ВПАДЕ	гл	изъяв	аор пр	3	ед	
В	пред					
НЕДUГЪ	сущ	o	вин	ед	м	
ЛЮТЪ,	прил	о	вин	ед	м	
ЯКО	союз					
ВЕСЬ	мест	р/скл	им	ед	м	
РАСЛА&БЛЕНЪ,	прич	о	прош	им	ед	м
И	союз					
СМUТИСR	гл/в	изъяв	аор гл 	3	ед	
СМЫСЛО(М),	сущ	о	тв	ед	м	
И	союз					
ГЛАТИ#&	инф					
НЕ	част					
МОГЫ(И).	прич	м	наст	им	ед	м
И	союз					
ПРИВЕЗЕНЪ	прич	o	прош	им	ед	м
БЫ(с)	гл	изъяв	аор гл	3	ед	
В	пред					
МОНАСТЫ&РЬ	сущ	jo	вин	ед	м	
ПРП(ДО)БНАГО	прил	тв	род	ед	м	
*ДМИТРИR.	сущ	jo	род	ед	м	
И	союз					
ЕДВА	нар					
ПРIНЕ&СОША	гл	изъяв	аор нов	3	мн	
ЕГО	мест	м	вин/род	ед	м	
СЛDГЫ	сущ	а	им	мн	м	
ЕГО	мест	м	род	ед	м	
НА	пред					
WДР+	сущ	о	мест	ед	м	
ВЪ	пред					
ЦРКВЬ#,&	сущ	uu	вин	ед	ж	
МНОГЫ(МИ)	прил	тв	тв	мн	м	
ЛЮДМИ,	сущ	i	тв	pt	м	
ТОМD	мест	тв	дат	ед	м	
ЖЕ	част					
ТОГ(Д)А	нар					
КНSЮ#	сущ	jo	дат	ед	м	
Z -220						
*АНДР+Ю	сущ	jo	дат	ед	м	
МАЛЪ	прил	о	вин	ед	м	
UМЪ	сущ	о	вин	ед	м	
ИМDЩD.	прич	jo	наст	дат	ед	м
