И	союз					
В	пред					
РDЦ+	сущ	a	мест	ед	ж	*
СВОЕИ	мест	м	мест	ед	ж	
ДЕРЖАШЕ	гл	изъяв	имп	3	ед	
ЖЕЗЛЪ,&	сущ	o	вин	ед	м	
И	союз					
НАЧА	гл	изъяв	аор гл	3	ед	
БИТИ	инф					
ТЕМНЫR	прил	тв	вин	мн	м	
ЕFIОПЫ	сущ	o	вин	мн	м	
И	союз					
W(Т)&ГНА	гл	изъяв	аор гл	3	ед	
ИХЪ	мест	м	вин/род	мн	м	
W(Т)	пред					
МЕНЕ.	мест	личн	1	род	ед	
ТАЖЕ	нар					
РЕЧЕ	гл	изъяв	аор пр	3	ед	
МИ:&	мест	личн	1	дат	ед	
ВОСТАНИ	гл	повел	2	ед	2	
БРАТЕ	сущ	o	зв	ед	м	
И	союз					
КТОМD	нар					
НЕ	част					
СОГР+ША&И,	гл	повел	2	ед	3	
СЕ	част					
ЗДРАВЪ	прил	o	им	ед	м	
ЕСИ.	гл	изъяв	н/б	2	ед	5
И	союз					
(В)ДА	гл	изъяв	аор гл	3	ед	
МИ	мест	личн	1	дат	ед	
ЧЕТКИ&	сущ	a	вин	мн	ж	
W(Т)	пред					
РDКD	сущ	a	род	дв	ж	
СВОЕЮ,	мест	м	род	дв	ж	
И	союз					
ПОТОМЪ	нар					
НЕВИДИМЬ&	прич	o	наст	им	ед	м
БЫСТЬ.	гл	изъяв	аор гл	3	ед	
И	союз					
АБIЕ	нар					
ВСИ	мест	р/скл	им	мн	м	
СЛЫШАЩIИ	прич	м	наст	им	мн	м
БРА&ТIR	сущ	o/ja	им	мн	м	
ПРОСЛАВИША	гл	изъяв	аор гл	3	мн	
БГА#,	сущ	o	вин/род	ед	м	
И	союз					
UГОДНИКА&	сущ	o	вин/род	ед	м	
СЕГW	мест	м	вин/род	ед	м	
*КVРIЛЛА,	сущ	o	вин/род	ед	м	
ИМDЩАГW	прич	м	наст	вин/род	ед	м
W(Т)	пред					
НЕГО	мест	м	род	ед	м	
ТА&КОВDЮ	мест	тв	вин	ед	ж	
БЛГОДАТЬ#.	сущ	i	вин	ед	ж	
ТАЖЕ	нар					
ИНЪ	мест	тв	им	ед	м	
СТА&РЕЦЪ	сущ	jo	им	ед	м	
ПОR(Т)	гл	изъяв	аор гл	3	ед	
ЕГW	мест	м	вин/род	ед	м	
И	союз					
ВВЕДЕ	гл	изъяв	аор пр	3	ед	
В	пред					
КЕЛЛIЮ	сущ	ja	вин	ед	ж	
СВО&Ю,	мест	м	вин	ед	ж	
И	союз					
ДАВЪ	прич	jo	прош	им	ед	м
ПОКОИ	сущ	jo	вин	ед	м	
БРАТD	сущ	o	дат	ед	м	
СВОЕМD.	мест	м	дат	ед	м	
Z 94 						
ЧЮДW,	сущ	es	им	ед	ср	
F# Е,	числ/п	тв	им	ед	ср	
ПРП(Д)БНАГО	прил	тв	род	ед	м	
*КVРIЛЛА,	сущ	o	род	ед	м	
W&	пред					
ИЗСТDПИВШЕИ	прич	м	прош	мест	ед	ж
UМА	сущ	o	род	ед	м	
ДВЦ+#.&	сущ	ja/a	мест	ед	ж	
ПО	пред					
СЕМЪ	мест	м	мест	ед	ср	
ПРИВЕДЕНА	прич	a	прош	им	ед	ж
БЫСТЬ	гл	изъяв	аор гл	3	ед	
МТРIЮ#,&	сущ	er	тв	ед	ж	
Н+КАR	мест	тв	им	ед	ж	
ДВЦА#	сущ	ja	им	ед	ж	
ИМЕНЕМЪ	сущ	men	тв	ед	ср	
*ПАРАСКЕVА&	сущ	a	им	ед	ж	
Н+КАКW	нар					
W(Т)	пред					
ПРИВИД+НIR	сущ	jo	род	ед	ср	
ДIАВОЛR&	прил	jo	род	ед	ср	
СМRТЕСR	гл/в	изъяв	аор пр	3	ед	
UМWМЪ,	сущ	o	тв	ед	м	
И	союз					
НЕСМЫСЛЕННW&	нар					
ГЛАШЕ#.	гл	изъяв	имп	3	ед	
