ТАКWЖЕ	нар					
И&	союз					
СЕМD	мест	м	дат	ед	м	
*ВАСИЛIЮ	сущ	jo	дат	ед	м	
СЛDЧИСR	гл/в	изъяв	аор гл	3	ед	
В	пред					
ТD	мест	тв	вин	ед	ж	
ЛЮТDЮ&	прил	тв	вин	ед	ж	
БОЛ+ЗНЬ	сущ	i	вин	ед	ж	
ВПАСТИ.	инф					
И	союз					
ЗЛ+	нар					
ЕМD	мест	м	дат	ед	м	
СТРА&ЖДDЩD	прич	jo	наст	дат	ед	м
И	союз					
ВО	пред					
W(Т)ЧАRНIИ	сущ	jo	мест	ед	ср	
ЛЕЖАЩD,	прич	jo	наст	дат	ед	м
И&	союз					
НИЧТОЖЕ	мест	м	вин	ед	ср	
W	пред					
ЗДРАВIИ	сущ	jo	мест	ед	ср	
ПОМЫШЛRЮЩD,	прич	jo	наст	дат	ед	м
Z 98 						
ТОКМW	нар					
СМЕРТНЫИ	прил	тв	вин	ед	м	
ЧАСЪ,	сущ	o	вин	ед	м	
И	союз					
ПОГРЕБА&ТЕЛНАR	прил	тв	вин	мн	ср	
СВОR	мест	м	вин	мн	ср	
ГОТОВЛRШЕ.	гл	изъяв	имп	3	ед	
ТАКО&ЖЕ	нар					
И	союз					
СОПРDГА	сущ	a	им	ед	ж	
ЕГW,	мест	м	род	ед	м	
ТОЮ	мест	тв	тв	ед	ж	
ЖЕ	част					
ЛЮТО&Ю	прил	тв	тв	ед	ж	
БОЛ+ЗНIЮ	сущ	i	тв	ед	ж	
СТРАЖДDЩИ.	прич	ja	наст	им	ед	ж
И	союз					
W(Т)	пред					
ТО&R	мест	тв	род	ед	ж	
ЛЮТЫR	прил	тв	род	ед	ж	
БОЛ+ЗНИ	сущ	i	род	ед	ж	
W(Т)ЧАRСТАСR&	гл/в	изъяв	аор гл	3	дв	
ЖИВОТА	сущ	o	род	ед	м	
СВОЕГО.	мест	м	род	ед	м	
В	пред					
Н+КDЮ	мест	тв	вин	ед	ж	
ЖЕ	част					
НО&ЩЬ	сущ	i	вин	ед	ж	
ТОИ	мест	тв	им	ед	м	
*ВАСIЛIИ,	сущ	jo	им	ед	м	
МАЛD	прил	а	вин	ед	ж	
W(Т)РАДD	сущ	а	вин	ед	ж	
W(Т)&	пред					
БОЛ+ЗНИ	сущ	i	род	ед	ж	
ПРIИ(М),	прич	jo	прош	им	ед	м
И	союз					
В	пред					
СОНЪ	сущ	o	вин	ед	м	
ТОНОКЪ&	прил	o	вин	ед	м	-о
СВЕДЕНЪ	прич	о	прош	им	ед	м
БЫСТЬ,	гл	изъяв	аор гл	3	ед	
ЯКОЖЕ	союз					
РЕЩИ,	инф					
И	союз					
НИ&ЖЕ	част					
СПRЩD,	прич	jo	наст	дат	ед	м
НИЖЕ	част					
БДRЩD	прич	jo	наст	дат	ед	м
ЕМD,	мест	м	дат	ед	м	
НО&	союз					
ЯКWЖЕ	союз					
МНWГАЖДЫ	нар					
СЛDЧАЕТСR	гл/в	изъяв	н/б	3	ед	3
ПЛО&ТИ	сущ	i	дат	ед	ж	
ВН+	пред					
ПРЕД+ЛЪ	сущ	о	род	мн	м	
СDЩЕСТВА	сущ	o	род	ед	ср	
СВОЕ(г)&	мест	м	род	ед	ср	
БЫТИ,	инф					
ДШИ#	сущ	ja	дат	ед	ж	
ЖЕ	част					
ЕГW	мест	м	род	ед	м	
БДRЩИ	прич	ja	наст	дат	ед	ж
ВО	пред					
U&М+	сущ	o	мест	ед	м	
И	союз					
МОЛRЩИСR,	прич/в	ja	наст	дат	ед	ж
ЯКW	союз					
ДА	част					
ПРIИМЕ(Т)&	гл	изъяв	н/б	3	ед	1
МЛТВАМИ#	сущ	a	тв	мн	ж	
СТАГО#	прил	тв	род	ед	м	
ИСЦ+ЛЕНIЕ.	сущ	jo	вин	ед	ср	
