И	союз					
ПРЕЖ(Д)НIИ	прил	м	им	ед	м	
ХОЖ(Д)ААШЕ	гл	изъяв	имп	3	ед	
НА	пред					
П+НIЕ&	сущ	jo	вин	ед	ср	
UЧАШЕ	гл	изъяв	имп	3	ед	
КОГОЖ(Д)О.	мест	тв	вин/род	ед	м	
БРА(т)Е	сущ	ja	зв	ед	м	+и
О	пред					
НЕМЖЕ	мест	м	мест	ед	м	
ИЗЫДОСТЕ&	гл	изъяв	аор нов	2	мн	
О	пред					
ТОМЪ	мест	тв	мест	ед	ср	
ПОДВИЗАИТЕСR.	гл/в	повел	2	мн	3	
И	союз					
О	пред					
СВОЕ(М)	мест	м	мест	ед	ср	
СПСЕНIИ#&	сущ	jo	мест	ед	ср	
НЕ	част					
НЕ	част					
РА(ДИ)ТЕ	гл	повел	2	мн	4	
НА	пред					
ВСR(к)	мест	тв	вин	ед	м	
БО	союз					
ЧА(с)	сущ	o	вин	ед	м	
ПW(ДО)БАЕ(т)	гл	изъяв	н/б	3	ед	3
НАМЪ	мест	личн	1	дат	мн	
БОДРОМ&	прил	o	дат	мн	м	
БЫТИ.	инф					
БДИТЕ	гл	повел	2	мн	4	
БО	союз					
И	союз					
МОЛИТЕСR	гл/в	повел	2	мн	4	
ДА	част					
НЕ	част					
ВНИДЕ&ТЕ	гл	изъяв	н/б	2	мн	1
В	пред					
НАПАСТЬ.	сущ	i	вин	ед	ж	
И	союз					
Ж(Д)АТИ	инф					
ПР(с)НО	нар					
И	союз					
ПЕЩИ(с)	инф/в					
О	пред					
ЧАС+&	сущ	o	мест	ед	м	
СМЕРТН+МЪ,	прил	тв	мест	ед	м	
И	союз					
БОRТИСR	инф/в					
ПРЕЩЕНIА	сущ	jo	род	ед	ср	
ОГНR&	сущ	i/jo	род	ед	м	
В+ЧНАГW.	прил	тв	род	ед	м	
UТ+ШАШЕ	гл	изъяв	имп	3	ед	
ЖЕ	част					
И(Х)	мест	м	вин/род	мн	м	
ГЛR#.	прич	jo	наст	им	ед	м
ЧАДА	сущ	o	зв/им	мн	ср	
ДА&	част					
НЕ	част					
UСТРАШИ(т)	гл	изъяв	н/б	3	ед	4
ВА(с)	мест	личн	2	вин/род	мн	
ПОМЫСЛЪ	сущ	o	им	ед	м	
ЯКО	союз					
М+СТА	сущ	o	им	мн	ср	
ПG&СТЫННА	прил	o	им	мн	ср	
И	союз					
НDЖНАА;	прил	тв	им	мн	ср	
В+СТЕ	гл	изъяв	н/б	2	мн	5
БО	союз					
ЯКW	союз					
ПО(ДО)БАЕ(т)&	гл	изъяв	н/б	3	ед	3
НАМЬ	мест	личн	1	дат	мн	
МНОГИМИ	прил	тв	тв	мн	ж	
СКОРБЬМИ	сущ	i	тв	мн	ж	
~ВНИ(т)ТИ <ВНИТИ>	инф					
ВЪ	пред					
ЦРЬ&СТВО#	сущ	o	вин	ед	ср	
НБ(с)НОЕ.	прил	тв	вин	ед	ср	
НUЖНО	прил	o	им	ед	ср	
ЕСТЬ	гл	изъяв	н/б	3	ед	5
ЦР(с)ТВО	сущ	o	им	ед	ср	
НБ(с)НОЕ,	прил	тв	им	ед	ср	
И&	союз					
НUЖНИЦИ	сущ	o	им	мн	м	*
ВЪСХИЩАЮ(т)	гл	изъяв	н/б	3	мн	3
Е.	мест	м	вин	ед	ср	
СИ	мест	м	им	мн	м	
СU(т)	гл	изъяв	н/б	3	мн	5
ПОЩЕНIЕ&	сущ	jo	им	ед	ср	
МЛТВА#	сущ	a	им	ед	ж	
W(Т)	пред					
Ч(с)ТА	прил	o	род	ед	ср	
СР(Д)ЦА,	сущ	jo	род	ед	ср	
СМИРЕНIЕ	сущ	jo	им	ед	ср	
КО	пред					
ВС+МЪ,	мест	р/скл	дат	мн	м	
Я(к)&ЖЕ	союз					
*ХС#	сущ	o	им	ед	м	
ГЛА#.	гл	изъяв	аор гл	3	ед	
БЛЖЕНИ#	прил	o	им	мн	м	
СМИРRЮЩЕ(с).	прич	jo/en	наст	им	мн	м
БЛЖЕНИ#&	прил	o	им	мн	м	
АЛЧЮЩЕИ,	прич	м	наст	им	мн	м
И	союз					
ЛЮБОВЪ	сущ	uu	им/вин	ед	ж	
ПО	пред					
БS+#	сущ	o	мест	ед	м	*
НЕЛИЦЕМ+РЬ&НА.	прил	a	им	ед	ж	
ЯКW(Ж)	союз					
И	союз					
ПИШЕТСR	гл/в	изъяв	н/б	3	ед	3
ЛЮБЫ	сущ	uu	им	ед	ж	
БЪ#	сущ	o	им	ед	м	
ЕСТЬ.	гл	изъяв	н/б	3	ед	5
*IОАZ 32 ННЪ	сущ	o	им	ед	м	
*БГОСЛОВЪ#	сущ	o	им	ед	м	
ГЛЕТЬ#,	гл	изъяв	н/б	3	ед	3
ЛЮБRИ	прич	м	наст	им	ед	м
БРАТА	сущ	o	вин/род	ед	м	
ЛЮБИ(т)&	гл	изъяв	н/б	3	ед	4
И	союз					
БА#	сущ	o	вин/род	ед	м	
И	союз					
ПРОЧАА	прил	м	им	ед	ж	
МЛОСТЫНR#	сущ	ja	им	ед	ж	
Е(Ж)	союз					
НИЩИ(М).	прил	м	дат	мн	м	
БЛЖНИ#&	прил	o	им	мн	м	
МЛ(с)ТИВИ,	прил	o	им	мн	м	
ЕЖЕ	союз					
ПОС+ЩАТИ	инф					
СТРАННЫ(Х)	прил	тв	вин/род	мн	м	
БРА&ТIЮ,	сущ	ja	вин	ед	ж	
И	союз					
СIЕ	мест	м	вин	ед	ср	
*ХС#	сущ	o	им	ед	м	
ГЛА#.	гл	изъяв	аор гл	3	ед	
В	пред					
ТЕМНИЦ+	сущ	ja/a	мест	ед	ж	
Б+(Х)	гл	изъяв	а/имп	1	ед	
ПРIИДО&СТЕ	гл	изъяв	аор нов	2	мн	
КЪ	пред					
МН+.	мест	личн	1	дат	ед	
СIА	мест	м	вин	мн	ср	
ГЛА#	гл	изъяв	аор гл	3	ед	
К	пред					
НИМЪ	мест	м	дат	мн	м	
ПРП(Д)БНЫ(И),	прил	тв	им	ед	м	
И	союз					
ПО&НUЖААШЕ	гл	изъяв	имп	3	ед	
НА	пред					
БГОРАЗGМIЕ#.	сущ	jo	вин	ед	ср	
WНИ	мест	м	им	мн	м	
(Ж)	част					
ВСИ	мест	р/скл	им	мн	м	
ПО&ВИНUЮЩЕСR	прич/в	jo/en	наст	им	мн	м
ЕМU.	мест	м	дат	ед	м	
И	союз					
РЕВНUЮЩЕ	прич	jo/en	наст	им	мн	м
ТОМG&	мест	тв	дат	ед	м	
КОЖ(Д)О	мест	тв	им	ед	м	
ПРОТИВG	пред					
СИЛ+	сущ	a	дат	ед	ж	
СВОЕИ.	мест	м	дат	ед	ж	
СЛЫШАЩЕ	прич	jo/en	наст	им	мн	м
ЖЕ	част					
(с)&	мест	личн	возвр	вин		
СТГО#	прил	тв	род	ед	м	
ЖИТIЕ	сущ	jo	вин	ед	ср	
И	союз					
ТЕРП+НIЕ.	сущ	jo	вин	ед	ср	
И	союз					
СМ+РЕНIЕ,	сущ	jo	вин	ед	ср	
БW(л)&МА	нар					
НАЧАША	гл	изъяв	аор гл	3	мн	
ПОСТРИЗАТИСR.	инф/в					
И	союз					
ТАКО	нар					
БРА&ТIИ	сущ	ja	дат	ед	ж	
ЧИСЛОМЪ	сущ	o	тв	ед	ср	
МНОЖАЩЕСR	прич/в	ja/en	наст	дат/им	ед/мн	ж/м
И	союз					
ПРЕСП+ВАШЕ&	гл	изъяв	имп	3	ед	
БЛГОСТIЮ#	сущ	i	тв	ед	ж	
БЖIЕЮ#;	прил	м	тв	ед	ж	
НЕНАВИДR	прич	jo	наст	им	ед	м
ЖЕ	част					
ДОБРА&	сущ	o	род	ед	ср	
ДIАВОЛЪ	сущ	o	им	ед	м	
ХОТR	прич	jo	наст	им	ед	м
БЛЖЕННОМU#	прил	тв	дат	ед	м	
СТРА(Х)	сущ	o	вин	ед	м	
СЪТВОРИ&ТИ	инф					
ПА(ч)	нар					
ЖЕ	част					
САМЪ	мест	тв	им	ед	м	
W(Т)	пред					
СТГО#	прил	тв	род	ед	м	
ПОСРАМИСR.	гл/в	изъяв	аор гл	3	ед	
ВЪ	пред					
ЕДI&Н	числ	тв	вин	ед	м	
ЖЕ	част					
W(Т)	пред					
ДНИ#	сущ	en/i	род	мн	м	+е
ХОТ+	гл	изъяв	аор гл	3	ед	
ИТИ	инф					
ПРП(ДО)БНЫИ	прил	тв	им	ед	м	
НА	пред					
ЛVТО&РГIЮ	сущ	ja	вин	ед	ж	
ВЪ	пред					
ЦРКВЬ#.	сущ	uu	вин	ед	ж	
НА	пред					
ОБЫЧНОЕ	прил	тв	вин	ед	ср	
ПРАВИЛО.	сущ	o	вин	ед	ср	
И&	союз					
ЗРИ(т)	гл	изъяв	н/б	3	ед	4
ЯКW(Ж)	союз					
Н+КОЕ	прил	тв	им	ед	ср	
ВОИНСТВО	сущ	o	им	ед	ср	
МНОЖЕСТВО&	сущ	o	им	ед	ср	
ПОЛКЪ	сущ	o	род	мн	м	
Б+СОВЬСКЫ(Х).	прил	тв	род	мн	м	
ЗUБЫ	сущ	o	тв	мн	м	
СКРЕЖЕЩU&ЩЕ	прич	jo/en	наст	им	мн	м
И	союз					
НАПА(ДО)ША	гл	изъяв	аор нов	3	мн	
НА	пред					
СТГО#	прил	тв	вин/род	ед	м	
И	союз					
БИША.	гл	изъяв	аор гл	3	мн	
И	союз					
ВЪЗ(Д)НR&ША	гл	изъяв	аор гл	3	мн	
ПОМОСТЪ	сущ	o	вин	ед	м	
ПW(Д)ЛОЖИША	гл	изъяв	аор гл	3	мн	
Е(г)	мест	м	вин/род	ед	м	
ТАМО	нар					
(И)	союз					
ГЛАХU#	гл	изъяв	имп	3	мн	
Z -32						
СТОМU#.	прил	тв	дат	ед	м	
ИЗЫДИ	гл	повел	2	ед	1	
W(Т)	пред					
М+СТА	сущ	o	род	ед	ср	
СЕГО.	мест	м	род	ед	ср	
ЯКО	союз					
ДА&	част					
НЕ	част					
ЗЛ+	нар					
UМРЕШИ.	гл	изъяв	н/б	2	ед	1
СТЫИ#	прил	тв	им	ед	м	
ЖЕ	част					
НИКАКО(Ж)	нар					
БОЯСR&	гл/в	изъяв	аор гл	3	ед	
ИХЪ;	мест	м	род	мн	м	
НИ	част					
UСТРАШИСR	гл/в	изъяв	аор гл	3	ед	
Т+(Х)	мест	тв	род	мн	м	
КОЗНЕИ.	сущ	i	род	мн	ж	
ВИДR&ШЕ	гл	изъяв	имп	3	ед	
БО	союз					
И(Х)	мест	м	род	мн	м	
НЕКР+ПКGЮ	прил	тв	вин	ед	ж	
СИЛU.	сущ	a	вин	ед	ж	
(И)	союз					
ВИД+ШЕ	гл	изъяв	имп	3	ед	
БРА&ТIА	сущ	ja	им	ед	ж	
ЯКО	союз					
НЕ	част					
Б+	гл	изъяв	а/имп	3	ед	
СТГО#	прил	тв	род	ед	м	
НА	пред					
ОБЫЧН+(М)	прил	тв	мест	ед	ср	
М+СТ+,&	сущ	o	мест	ед	ср	
ПРIИДОША	гл	изъяв	аор нов	3	мн	
В	пред					
