И&	союз					
МЛТВD#	сущ	a	вин	ед	ж	
ИСПРОСИТИ	инф					
W	пред					
РОЖ(ДЕ)НIИ,	сущ	jo	мест	ед	ср	
И	союз					
ВО&СПИТАНIИ	сущ	jo	мест	ед	ср	
ЧАДЪ.	сущ	o	род	мн	ср	
И	союз					
ПО	пред					
БЛГОИ#	прил	тв	дат	ед	ж	
ТОИ	мест	тв	дат	ед	ж	
МЫ&СЛИ	сущ	i	дат	ед	ж	
АБIЕ	нар					
ВЪ	пред					
Д+ЛW	сущ	o	вин	ед	ср	
ПРОИСХОДИ(Т),	гл	изъяв	н/б	3	ед	4
И	союз					
ПD&ТИ	сущ	i	род	ед	м	
КАСАЕТСR.	гл/в	изъяв	н/б	3	ед	3
И	союз					
ПОИДЕ	гл	изъяв	аор пр	3	ед	
ИЗ	пред					
ГРАДА,&	сущ	o	род	ед	м	
*Б+ЛА	прил	o	род	ед	ср	
*ЕЗЕРА,	сущ	o	род	ед	ср	
НА	пред					
*НОВОЕ	прил	тв	вин	ед	ср	
*ЕЗЕРW	сущ	o	вин	ед	ср	
КЪ	пред					
ПРЕ&ПОДОБНОМD	прил	тв	дат	ед	м	
В	пред					
ПDСТЫНЮ,	сущ	ja	вин	ед	ж	
ЖЕЛАR	прич	jo	наст	им	ед	м
БЛА&ЖЕННАГW	прил	тв	вин/род	ед	м	
ВИД+ТИ.	инф					
И	союз					
ТАКW	нар					
БГОМЪ#&	сущ	o	тв	ед	м	
НАПРАВЛRЕМЬ	прич	o	наст	им	ед	м
ПРIИДЕ	гл	изъяв	аор пр	3	ед	
КЪ	пред					
ПРП(Д)БНОМD,&	прил	тв	дат	ед	м	
И	союз					
ПАДАЕ(Т)	гл	изъяв	н/б	3	ед	3
НА	пред					
ЗЕМЛЮ	сущ	ja	вин	ед	ж	
ПРЕ(Д)	пред					
~БЛГОТ(Е)КDЩИ&МА <БЛГОТ(Е)КDЩИ&МА#>	прич	м	наст	тв	дв	ж
ЕГW	мест	м	род	ед	м	
НОГАМА,	сущ	a	тв	дв	ж	
ХОТR	прич	jo	наст	им	ед	м
W(Т)	пред					
НЕГО	мест	м	род	ед	м	
БЛГО&СЛОВЕНIЕ#	сущ	jo	вин	ед	ср	
ПРIRТИ,	инф					
И	союз					
МЛТВD#	сущ	a	вин	ед	ж	
ИСПРОСИ&ТИ.	инф					
БЛЖЕННЫИ#	прил	тв	им	ед	м	
ЖЕ	част					
ПРЕДВАРИВЪ	прич	jo	прош	им	ед	м
РЕЧЕ&	гл	изъяв	аор пр	3	ед	
ЕМD:	мест	м	дат	ед	м	
Z -61						
ЧЕСО	мест	м	род	ед	ср	
РАДИ	посл					
ПРIИДЕ	гл	изъяв	аор пр	3	ед	
ЧАДО	сущ	o	зв	ед	ср	
КО	пред					
МН+	мест	личн	1	дат	ед	
НИ&ЩD	прил	jo	дат	ед	м	
СТАРЦD,	сущ	jo	дат	ед	м	
И	союз					
КОЕR	мест	м	род	ед	ж	
UТ+ХИ	сущ	a	род	ед	ж	
ИЩЕ&ШИ	гл	изъяв	н/б	2	ед	3
W(Т)	пред					
МЕНЕ	мест	личн	1	род	ед	
В	пред					
ПDСТЫНИ	сущ	ja	мест	ед	ж	
СЕИ;	мест	м	мест	ед	ж	
НО	союз					
ИДИ&	гл	повел	2	ед	1	
СКОРW	нар					
В	пред					
ДОМЪ	сущ	u	вин	ед	м	
ТВОИ,	мест	м	вин	ед	м	
И	союз					
UЗРИШИ&	гл	изъяв	н/б	2	ед	4
ЮНА	прил	o	вин/род	ед	м	
МЛАДЕНЦА	сущ	jo	вин/род	ед	м	
МDЖЕСКА	прил	o	род	ед	м	
ПОЛD	сущ	u	род	ед	м	
С	пред					
МА&ТЕРIЮ	сущ	er	тв	ед	ж	
ЛЕЖАЩА,	прич	jo	наст	вин/род	ед	м
И	союз					
ИМАШИ	гл	изъяв	н/б	2	ед	5
UТ+ХD&	сущ	a	вин	ед	ж	
СР(Д)ЦD	сущ	jo	дат	ед	ср	
ТВОЕМD.	мест	м	дат	ед	ср	
