ДА	союз					
ПО	пред					
К#,	20					
СЫ&РОВЪ	сущ	o/u	род	мн	м	
Z -64						
НА	пред					
ПОТРЕБD	сущ	а	вин	ед	ж	
БРАТIИ:	сущ	ja	дат	ед	ж	
И	союз 					
W(Т)ДАВЪ	прич	jo	прош	им	ед	м
ГРА&МОТD	сущ	а	вин	ед	ж	
ПРП(Д)БНОМD	прил	тв	дат	ед	м	
*КVРIЛЛD.	сущ	о	дат	ед	м	
СТЫИ#	прил	тв	им	ед	м	
ЖЕ&	част					
ПРIЕМЪ	прич	jо	прош	им	ед	м
~ГРАМDТD <ГРАМОТD>,	сущ	а	вин	ед	ж	
И	союз					
ПОВЕЛ+	гл	изъяв	аор гл	3	ед	
КНЗЮ#&	сущ	jo	дат	ед	м	
ВКDСИТИ	гл	изъяв		инф		
БРАШНА	сущ	о	род	ед	ср	
W(Т)	пред					
ТРА&ПЕЗЫ	сущ	а	род	ед	ж	
СВОЕR,	мест	м	род	ед	ж	
СТАГО#	прил	тв	род	ед	м	
~ГЛ+БА <ХЛ+БА>	сущ	о	род	ед	м	
И	союз					
ВОДЫ.&	сущ	а	род	ед	ж	
КНЗЬ#	сущ	jo	им	ед	м	
ЖЕ	част					
ТОИ	мест	тв	им	ед	м	
ВКDСИВЪ	прич	jo	прош	им	ед	м
БРАШНА,	сущ	о	род	ед	ср	
И&	союз					
МЛ(С)ТЫНЮ	сущ	ja	вин	ед	ж	
МНОГD	прил	a	вин	ед	ж	
ДАВЪ	прич	jo	прош	им	ед	м
МН(С)ТРЮ.	сущ	jo	дат	ед	м	
И	союз					
БЛГО&СЛОВЕНIЕ#	сущ	jo	вин	ед	ср	
ПРIЕМЪ	прич	jo	прош	им	ед	м
W(Т)	пред					
СТАГО#,	прил	тв	род	ед	м	
W(Т)ИДЕ	гл	изъяв	аор пр	3	ед	
В	пред					
ДО&МЪ	сущ	u	вин	ед	м	
СВОИ	мест	тв	вин	ед	м	
РАДDRСR	прич/в	jo	наст	им	ед	м
И	союз					
ХВАЛD	сущ	а	вин	ед	ж	
ВЕЛIЮ	прил	ja	вин	ед	ж	
ВО(З)&ДАВЪ	прич	jo	прош	им	ед	м
БГD#,	сущ	о	дат	ед	м	
ТВОРRЩЕМD	прич	м	наст	дат	ед	м
ТАКОВАR,&	мест	тв	вин	мн	ср	
ПРЕСЛАВНАR	прил	тв	вин	мн	ср	
ЧЮДЕСА,	сущ	es	вин	мн	ср	
СТЫМЪ#	прил	тв	тв	ед	м	
СВОИМЪ&	мест	м	тв	ед	м	
UГWДНИКОМЪ	сущ	о	тв	ед	м	
*КVРIЛЛО(М).&	сущ	о	тв	ед	м	
ЧЮДW,	сущ	es	им	ед	ср	
S#Е,	числ/п	тв	им	ед	ср	
ПРП(Д)БНАГW	прил	тв	род	ед	м	
*КVРIЛЛА,	сущ	о	род	ед	м	
W&	пред					
ЖЕН+	сущ	а	мест	ед	ж	
ОКWМЪ	сущ	es/o	тв	ед	ср	
БОЛRЩЕИ.&	прич	м	наст	мест	ед	ж
ПО	пред					
СЕМ	мест	м	мест	ед	ср	
ЖЕ	част					
ПРИВЕДЕНА	прич	а	прош	им	ед	ж
БЫ(с)ТЬ	гл	изъяв	аор гл	3	ед	
Н+КАR&	мест	тв	им	ед	ж	
ЖЕНА	сущ	а	им	ед	ж	
ИМЕНЕМЪ	сущ	men	тв	ед	ср	
*АННА,	сущ	а	им	ед	ж	
БОЛRЩИ	прич	ja	наст	дат	ед	ж
ЕИ	мест	м	дат	ед	ж	
Z 65						
ОКОМЪ	сущ	еs/o	тв	ед	ср	
ДВА	числ	тв	вин	дв	ср/м	
Л+ТА,	сущ	о	вин	мн	ср	
И	союз					
НИЧТОЖЕ	мест 	м	вин	ед	ср	
ВИ&ДRЩИ:	прич	ja	наст	дат	ед	ж
И	союз					
МОЛИША	гл	изъяв	аор гл	3	ед/мн	
СТАГW#,	прил	тв	вин/род	ед	м	
ДА	союз					
ПОМОЛИ&ТСR	гл/в	изъяв	н/б	3	ед	4
О	пред					
НЕИ	мест	м	мест	ед	ж	
К	пред					
БГD#.	сущ	о	дат	ед	м	
